name,info,imageUrl,openingHours,country,city,zipCode,address,province,lat,lon,phone,fax,email,website,facebook,google,linkedin,instagram,twitter,tags,priority,createdAt,dealerEditUrl
"Harvey Norman Woodville",,,,,"Woodville","5011","853 - 867 Port Rd","South Australia","-34.87575440000001","138.5307948","08-8406-0130",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Burnie",,,,,"Burnie","7320","45 Marine Tce & Edward St","Tasmania","-41.0589271","145.9086739","03-6436-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Cambridge Park",,,,,"Cambridge Park","7170","Unit B11, 66 Kennedy Drv","Tasmania","-42.8334593","147.4678631","03-6248-3300",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Devonport",,,,,"Devonport","7310","Cnr Fenton Way & Best St","Tasmania","-41.1770929","146.3587759","03-6420-7641",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Hobart City",,,,,"Hobart","7000","171 Murray St","Tasmania","-42.87983819999999","147.3215074","03-6230-1100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Moonah",,,,,"Moonah","7009","191-197 Main Rd","Tasmania","-42.8403949","147.2909511","03-6277-7777",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Chadstone",,,,,"Chadstone","3148","699 Warrigal Rd","Victoria","-37.8794367","145.0923891","03-9567-6608",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Chirnside Park",,,,,"Chirnside Park","3138","286 Maroondah Hwy","Victoria","-37.7673244","145.3030743","03-9722-4400",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Dandenong",,,,,"Dandenong","3175","141-165 Frankston-Dandenong Rd","Victoria","-38.0135927","145.2166974","03-9706-9992",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Fountain Gate",,,,,"Narre Warren","3085","8 Overland Drv","Victoria","-38.021811","145.3055367","03-8796-6777",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Frankston",,,,,"Frankston","3199","87 Cranbourne Rd","Victoria","-38.146767","145.1353915","03-8796-0600",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Hoppers Crossing",,,,,"Hopppers Crossing","3029","Unit 1, 201-219 Old Geelong Rd","Victoria","-37.8749084","144.7109985","03-8734-0000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Moorabbin",,,,,"Moorabbin","3189","420 South Rd","Victoria","-37.9348984","145.0419304","03-9269-3460",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Mornington",,,,,"Mornington","3031","Building C3, Peninsula Lifestyle Cnte","Victoria","-38.22882","145.0600448","03-5970-2500",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Nunawading",,,,,"Nunawading","3131","400 Whitehorse Rd","Victoria","-37.818179","145.1816117","03-9837-1200",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Preston",,,,,"Preston","3072","121 Bell St","Victoria","-37.7457943","145.0086739","03-9269-3300",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Richmond",,,,,"Richmond","3131","479 Bridge Rd","Victoria","-37.8239091","145.1762197","03-8416-4100",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Harvey Norman Springvale",,,,,"Springvale","3171","Unit 26/917 Princes Hwy","Victoria","-37.92758329999999","145.1438245","03-9518-8531",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Sunshine",,,,,"Sunshine","3020","484 Ballarat Rd","Victoria","-37.7756787","144.828095","03-9334-6000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Thomastown",,,,,"Thomastown","3074","308-320 Settlement Rd","Victoria","-37.6877106","145.0271182","03-9463-4777",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Taylors Lakes",,,,,"Taylors Lakes","3038","450 Melton Hwy","Victoria","-37.6953575","144.7770825","03 9449 6300",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Ararat",,,,,"Ararat","3377","47-49 Vincent Street","Victoria","-37.2853346","142.9302172","03-5352-9100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Bairnsdale",,,,,"Bairnsdale","3875","294 Main Rd","Victoria","-37.8365866","147.5993731","03-5153-9700",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Ballarat",,,,,"Wendouree","3355","1322 Howitt St","Victoria","-37.538571","143.8228902","03-5332-5100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Bendigo",,,,,"Kangaroo Flat","3555","Cnr High & Furness St","Victoria","-36.7968388","144.2438821","03-5447-6000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Broadmeadows",,,,,"Broadmeadows","3047","1185-1197 Pascoe Vale Rd","Victoria","-37.6767819","144.9209957","03-9261-2800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Echuca",,,,,"Echuca","3564","161-163 Ogilvie St","Victoria","-36.1404431","144.7511231","03-5483-1900",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Geelong",,,,,"Corio","3214","420 Princess Hwy","Victoria","-38.0675269","144.3806694","03-5272-9900",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Hamilton",,,,,"Hamilton","3300","Shop 10, Hamilton Central Plaza, 148 Gray St","Victoria","-37.7434483","142.0245077","03-5551-3500",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Mildura",,,,,"Mildura","3500","Cnr Fifteenth St & Etiwanda Ave","Victoria","-34.2256343","142.1590037","03-5051-2200",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Moe",,,,,"Moe","3825","19 Moore St","Victoria","-38.1740589","146.2617608","03-5127-9500",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Morwell",,,,,"Morwell","3840","232 Commercial Road","Victoria","-38.2380161","146.3991671","03-5120-0200",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Shepparton",,,,,"Shepparton","3630","7950 Goulburn Valley Hwy","Victoria","-36.4149458","145.3930089","03-5820-2950",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Swan Hill",,,,,"Swan Hill","3585","68 Nyah Rd","Victoria","-35.33208700000001","143.5545199","03-5032-0500",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Traralgon",,,,,"Traralgon","3844","123 Argyle St","Victoria","-38.1928529","146.5530898","03-5174-8177",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Wangaratta",,,,,"Wangaratta","3677","8-12 Murphy St","Victoria","-36.3566059","146.3250165","03-5723-8800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Warragul",,,,,"Warragul","3820","6, 9 & 11, the Link Shopping Centre, Cnr Victoria & Palmerston St","Victoria","-38.1692482","145.9469958","03-5623-9000",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Warrnambool",,,,,"Warnnambool","3280","84 Raglan Parade","Victoria","-38.3829014","142.5233578","03-5564-7700",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Waurn Ponds",,,,,"Waurn Ponds","3219","33 Princes Hwy","Victoria","-38.2048558","144.3079523","03-5240-6200",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman City West",,,,,"West Perth","6005","25 Sutherland St","Western Australia","-31.9443205","115.8464462","08-9215-8600",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Joondalup",,,,,"Joondalup","6027","36 Clarke Cres","Western Australia","-31.7490786","115.7662203","08-9301-3311",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Malaga",,,,,"Malaga","6090","24 Kent Way","Western Australia","-31.8554761","115.8933973","08-9270-6300",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Midland",,,,,"Midland","6056","Cnr Lloyd & Clayton Sts","Western Australia","-31.8918569","116.0134727","08-9374-8600",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman O'Connor",,,,,"O'Connor","6163","133 Garling St","Western Australia","-32.0576656","115.7943418","08-9337-0888",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Osborne Park",,,,,"Osborne Park","6017","469-475 Scarborough Beach Rd","Western Australia","-31.9054375","115.8072508","08-9441-1100",,,,,,,,,"Showroom with Product Display",,"2024-03-21T09:19:45.000Z",
"Port Kennedy",,,,,"Port Kennedy","6172","400-402 Saltaire Way","Western Australia","-32.3727541","115.7564225","08-9524-0100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Armadale",,,,,"Armadale","6112","10 Prospect Rd","Western Australia","-32.1515645","116.0140386","08-9498-4400",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Broome",,,,,"Broome","6725","2 Haynes Street","Western Australia","-17.9649171","122.2227991","08-9193-5030",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Bunbury",,,,,"Bunbury","6230","Cnr Sandridge & Denning Rds","Western Australia","-33.3270001","115.6408421","08-9722-0100",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Karratha",,,,,"Karratha","6714","Unit 5 Lot 3818 Balmoral Rd","Western Australia","-20.7357896","116.842455","08-9186-8120",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
"Harvey Norman Mandurah",,,,,"Mandurah","6210","9 Gordan Rd","Western Australia","-32.5361038","115.7424077","08-9582-5800",,,,,,,,,,,"2024-03-21T09:19:45.000Z",
